Date;DisplayPeriod;DotSize;Icon;LandSize;NbColours;NeighbourhoodRadius;NumberOfGroups;PopulationSize;ResultDir;ScenarioName;TimeLimit;Title;Tolerance;LastStep;blue Satisfaction;red Satisfaction;yellow Satisfaction;brown Satisfaction
170313145743;5;6;settler.jpg;45;4;5;4;1300;./___Results;Segregationism;300000;Evolife_Segregationism;24;13185;72;73;72;71
