Year;blue Satisfaction;red Satisfaction;yellow Satisfaction;brown Satisfaction
7330;84.0;84.0;84.0;84.0
7335;84.0;84.0;84.0;84.0
7340;84.0;84.0;84.0;84.0
7345;84.0;85.0;84.0;84.0
7350;84.0;85.0;84.0;84.0
7355;84.0;85.0;84.0;84.0
7360;84.0;85.0;84.0;84.0
7365;84.0;85.0;84.0;84.0
7370;84.0;84.0;84.0;84.0
7375;84.0;84.0;84.0;84.0
7380;84.0;84.0;84.0;84.0
7385;84.0;84.0;84.0;84.0
7390;84.0;84.0;84.0;84.0
7395;84.0;84.0;84.0;84.0
7400;84.0;84.0;84.0;84.0
7405;84.0;84.0;84.0;84.0
7410;84.0;84.0;84.0;84.0
7415;84.0;85.0;84.0;84.0
7420;84.0;85.0;84.0;84.0
7425;84.0;85.0;84.0;84.0
7430;84.0;85.0;84.0;84.0
7435;85.0;85.0;84.0;84.0
7440;85.0;85.0;84.0;84.0
7445;85.0;85.0;84.0;84.0
7450;85.0;85.0;84.0;84.0
7455;85.0;85.0;84.0;84.0
7460;85.0;85.0;84.0;84.0
7465;85.0;85.0;84.0;84.0
7470;85.0;85.0;84.0;84.0
7475;85.0;85.0;84.0;84.0
7480;85.0;85.0;84.0;85.0
7485;85.0;85.0;84.0;85.0
7490;85.0;85.0;84.0;85.0
7495;85.0;85.0;84.0;85.0
7500;85.0;85.0;84.0;85.0
7505;85.0;85.0;84.0;85.0
7510;84.0;85.0;84.0;85.0
7515;84.0;85.0;84.0;85.0
7520;84.0;85.0;84.0;85.0
7525;84.0;85.0;84.0;85.0
7530;84.0;85.0;84.0;85.0
7535;84.0;85.0;84.0;85.0
7540;84.0;85.0;84.0;85.0
7545;84.0;85.0;84.0;85.0
7550;84.0;85.0;84.0;85.0
7555;84.0;85.0;84.0;85.0
7560;85.0;85.0;84.0;85.0
7565;85.0;85.0;84.0;85.0
7570;85.0;85.0;84.0;85.0
7575;85.0;85.0;84.0;85.0
7580;85.0;85.0;84.0;85.0
7585;85.0;85.0;84.0;85.0
7590;85.0;85.0;84.0;85.0
7595;85.0;85.0;84.0;85.0
7600;85.0;85.0;84.0;85.0
7605;85.0;85.0;84.0;85.0
7610;85.0;85.0;84.0;85.0
7615;85.0;85.0;84.0;85.0
7620;85.0;85.0;84.0;85.0
7625;85.0;85.0;84.0;85.0
7630;85.0;85.0;84.0;85.0
7635;85.0;85.0;84.0;85.0
7640;85.0;85.0;84.0;85.0
7645;85.0;85.0;84.0;85.0
7650;85.0;85.0;84.0;85.0
7655;85.0;85.0;84.0;85.0
7660;85.0;85.0;84.0;85.0
7665;85.0;85.0;84.0;85.0
7670;85.0;85.0;84.0;85.0
7675;85.0;85.0;84.0;85.0
7680;85.0;85.0;84.0;85.0
7685;85.0;85.0;84.0;85.0
7690;85.0;85.0;84.0;85.0
7695;85.0;84.0;84.0;85.0
7700;85.0;84.0;84.0;85.0
7705;85.0;84.0;84.0;85.0
7710;85.0;84.0;84.0;85.0
7715;85.0;85.0;84.0;85.0
7720;85.0;85.0;84.0;85.0
7725;85.0;85.0;85.0;85.0
7730;85.0;85.0;85.0;85.0
7735;85.0;85.0;85.0;85.0
7740;85.0;85.0;85.0;85.0
7745;85.0;85.0;85.0;85.0
7750;85.0;85.0;85.0;85.0
7755;85.0;85.0;85.0;85.0
7760;85.0;84.0;85.0;85.0
7765;85.0;84.0;85.0;85.0
7770;85.0;84.0;85.0;85.0
7775;85.0;84.0;85.0;85.0
7780;85.0;84.0;85.0;85.0
7785;85.0;84.0;85.0;85.0
7790;85.0;84.0;85.0;85.0
7795;85.0;84.0;85.0;85.0
7800;85.0;84.0;85.0;85.0
7805;85.0;84.0;85.0;85.0
7810;85.0;85.0;85.0;85.0
7815;85.0;85.0;85.0;85.0
7820;85.0;85.0;85.0;85.0
7825;85.0;85.0;85.0;85.0
7830;85.0;85.0;85.0;85.0
7835;85.0;84.0;85.0;85.0
7840;85.0;84.0;85.0;85.0
7845;85.0;84.0;85.0;85.0
7850;85.0;84.0;85.0;85.0
7855;85.0;84.0;85.0;85.0
7860;85.0;84.0;85.0;86.0
7865;85.0;84.0;85.0;86.0
7870;85.0;84.0;85.0;86.0
7875;85.0;84.0;85.0;86.0
7880;85.0;84.0;85.0;86.0
7885;85.0;84.0;85.0;86.0
7890;86.0;84.0;85.0;86.0
7895;86.0;84.0;85.0;86.0
7900;86.0;84.0;85.0;86.0
7905;85.0;84.0;85.0;86.0
7910;85.0;84.0;85.0;86.0
7915;85.0;84.0;85.0;86.0
7920;85.0;84.0;85.0;86.0
7925;85.0;84.0;85.0;86.0
7930;85.0;84.0;85.0;86.0
7935;85.0;84.0;85.0;86.0
7940;85.0;84.0;85.0;86.0
7945;85.0;84.0;86.0;86.0
7950;85.0;84.0;86.0;86.0
7955;85.0;84.0;86.0;86.0
7960;85.0;84.0;85.0;86.0
7965;85.0;84.0;85.0;86.0
7970;85.0;84.0;85.0;86.0
7975;85.0;84.0;85.0;86.0
7980;84.0;84.0;85.0;86.0
7985;84.0;84.0;85.0;86.0
7990;84.0;84.0;85.0;86.0
7995;84.0;84.0;85.0;86.0
8000;84.0;84.0;85.0;86.0
8005;84.0;84.0;85.0;86.0
8010;84.0;84.0;85.0;86.0
8015;84.0;84.0;86.0;86.0
8020;84.0;84.0;86.0;86.0
8025;84.0;84.0;86.0;86.0
8030;84.0;84.0;86.0;86.0
8035;84.0;84.0;86.0;86.0
8040;84.0;84.0;86.0;86.0
8045;84.0;84.0;86.0;86.0
8050;84.0;84.0;86.0;87.0
8055;84.0;84.0;86.0;87.0
8060;84.0;84.0;86.0;87.0
8065;84.0;84.0;86.0;87.0
8070;84.0;84.0;86.0;87.0
8075;84.0;84.0;86.0;87.0
8080;84.0;84.0;86.0;87.0
8085;84.0;84.0;85.0;87.0
8090;84.0;84.0;85.0;87.0
8095;84.0;84.0;85.0;87.0
8100;84.0;84.0;85.0;87.0
8105;84.0;84.0;85.0;87.0
8110;84.0;84.0;85.0;86.0
8115;84.0;84.0;85.0;86.0
8120;84.0;84.0;85.0;86.0
8125;84.0;84.0;85.0;86.0
8130;84.0;84.0;85.0;86.0
8135;84.0;84.0;85.0;86.0
8140;84.0;84.0;85.0;86.0
8145;84.0;84.0;85.0;86.0
8150;84.0;84.0;85.0;86.0
8155;84.0;84.0;85.0;86.0
8160;84.0;84.0;86.0;86.0
8165;84.0;84.0;86.0;86.0
8170;85.0;84.0;86.0;86.0
8175;85.0;85.0;86.0;86.0
8180;85.0;85.0;86.0;86.0
8185;85.0;85.0;86.0;86.0
8190;84.0;85.0;86.0;86.0
8195;84.0;85.0;86.0;86.0
8200;84.0;85.0;86.0;86.0
8205;84.0;85.0;86.0;86.0
8210;84.0;85.0;86.0;86.0
8215;84.0;85.0;86.0;86.0
8220;84.0;85.0;86.0;87.0
8225;84.0;85.0;86.0;87.0
8230;84.0;85.0;86.0;87.0
8235;84.0;85.0;86.0;87.0
8240;84.0;85.0;86.0;87.0
8245;84.0;85.0;86.0;87.0
8250;84.0;85.0;86.0;87.0
8255;84.0;85.0;86.0;87.0
8260;84.0;85.0;86.0;87.0
8265;84.0;85.0;86.0;87.0
8270;84.0;85.0;86.0;87.0
8275;85.0;85.0;86.0;86.0
8280;85.0;85.0;86.0;87.0
8285;85.0;85.0;86.0;87.0
8290;85.0;85.0;86.0;87.0
8295;85.0;85.0;86.0;87.0
8300;85.0;85.0;86.0;87.0
8305;85.0;85.0;86.0;87.0
8310;85.0;85.0;86.0;87.0
8315;85.0;85.0;86.0;87.0
8320;85.0;85.0;86.0;87.0
8325;85.0;85.0;86.0;87.0
8330;85.0;85.0;86.0;87.0
8335;85.0;85.0;86.0;87.0
8340;85.0;85.0;86.0;87.0
8345;85.0;85.0;86.0;87.0
8350;85.0;85.0;86.0;87.0
8355;85.0;85.0;86.0;87.0
8360;85.0;85.0;86.0;87.0
8365;85.0;85.0;86.0;87.0
8370;85.0;85.0;86.0;86.0
8375;85.0;85.0;86.0;86.0
8380;85.0;85.0;86.0;86.0
8385;85.0;85.0;86.0;86.0
8390;85.0;85.0;86.0;86.0
8395;85.0;85.0;86.0;86.0
8400;85.0;85.0;87.0;86.0
8405;85.0;85.0;86.0;87.0
8410;85.0;85.0;87.0;87.0
8415;85.0;85.0;87.0;86.0
8420;85.0;85.0;86.0;86.0
8425;85.0;85.0;86.0;87.0
8430;85.0;85.0;86.0;87.0
8435;85.0;85.0;86.0;87.0
8440;85.0;85.0;86.0;87.0
8445;85.0;85.0;86.0;87.0
8450;86.0;85.0;86.0;87.0
8455;86.0;85.0;86.0;87.0
8460;86.0;85.0;87.0;87.0
8465;86.0;85.0;87.0;87.0
8470;86.0;85.0;87.0;87.0
8475;86.0;85.0;87.0;87.0
8480;86.0;85.0;87.0;87.0
8485;86.0;86.0;87.0;87.0
8490;86.0;86.0;87.0;86.0
8495;86.0;86.0;87.0;86.0
8500;86.0;86.0;87.0;86.0
8505;86.0;86.0;87.0;86.0
8510;86.0;85.0;87.0;86.0
8515;86.0;85.0;87.0;86.0
8520;86.0;85.0;87.0;86.0
8525;86.0;85.0;87.0;86.0
8530;86.0;85.0;87.0;86.0
8535;86.0;85.0;87.0;86.0
8540;86.0;85.0;87.0;86.0
8545;86.0;86.0;87.0;86.0
8550;86.0;86.0;87.0;86.0
8555;86.0;86.0;87.0;86.0
8560;86.0;86.0;87.0;86.0
8565;86.0;86.0;87.0;86.0
8570;86.0;86.0;87.0;86.0
8575;86.0;86.0;87.0;86.0
8580;86.0;86.0;87.0;86.0
8585;86.0;86.0;87.0;86.0
8590;86.0;86.0;87.0;86.0
8595;86.0;86.0;87.0;86.0
8600;86.0;86.0;87.0;86.0
8605;86.0;86.0;87.0;86.0
8610;86.0;86.0;87.0;86.0
8615;86.0;86.0;87.0;86.0
8620;86.0;86.0;87.0;86.0
8625;86.0;86.0;87.0;86.0
8630;86.0;86.0;87.0;86.0
8635;86.0;86.0;87.0;86.0
8640;86.0;86.0;87.0;86.0
8645;86.0;87.0;87.0;86.0
8650;86.0;87.0;87.0;86.0
8655;86.0;87.0;87.0;86.0
8660;86.0;87.0;87.0;86.0
8665;86.0;87.0;87.0;86.0
8670;86.0;87.0;87.0;86.0
8675;86.0;87.0;87.0;86.0
8680;86.0;87.0;87.0;86.0
8685;86.0;87.0;87.0;86.0
8690;86.0;87.0;87.0;86.0
8695;86.0;87.0;87.0;86.0
8700;86.0;87.0;87.0;86.0
8705;85.0;87.0;87.0;86.0
8710;85.0;87.0;87.0;86.0
8715;85.0;87.0;87.0;86.0
8720;85.0;87.0;87.0;86.0
8725;85.0;87.0;87.0;86.0
8730;85.0;87.0;87.0;86.0
8735;85.0;87.0;87.0;86.0
8740;86.0;87.0;87.0;86.0
8745;86.0;87.0;87.0;86.0
8750;86.0;87.0;87.0;86.0
8755;86.0;87.0;87.0;86.0
8760;85.0;87.0;87.0;86.0
8765;85.0;87.0;88.0;86.0
8770;85.0;87.0;88.0;86.0
8775;85.0;87.0;88.0;86.0
8780;85.0;87.0;88.0;86.0
8785;85.0;87.0;88.0;86.0
8790;85.0;87.0;88.0;86.0
8795;86.0;87.0;88.0;86.0
8800;85.0;87.0;88.0;86.0
8805;85.0;87.0;88.0;86.0
8810;85.0;87.0;88.0;86.0
8815;85.0;87.0;88.0;86.0
8820;85.0;87.0;88.0;86.0
8825;85.0;87.0;88.0;86.0
8830;85.0;87.0;88.0;86.0
8835;85.0;87.0;88.0;86.0
8840;85.0;87.0;88.0;86.0
8845;85.0;87.0;88.0;86.0
8850;85.0;87.0;88.0;86.0
8855;85.0;87.0;88.0;86.0
8860;85.0;87.0;88.0;86.0
8865;85.0;87.0;88.0;86.0
8870;85.0;87.0;88.0;86.0
8875;85.0;87.0;88.0;86.0
8880;85.0;88.0;88.0;86.0
8885;85.0;88.0;88.0;86.0
8890;85.0;88.0;88.0;86.0
8895;85.0;88.0;88.0;86.0
8900;85.0;88.0;88.0;86.0
8905;85.0;88.0;88.0;86.0
8910;85.0;88.0;88.0;86.0
8915;85.0;88.0;88.0;86.0
8920;85.0;88.0;88.0;86.0
8925;85.0;88.0;88.0;86.0
8930;85.0;88.0;88.0;86.0
8935;85.0;88.0;88.0;86.0
8940;85.0;88.0;88.0;86.0
8945;85.0;88.0;88.0;86.0
8950;85.0;88.0;88.0;86.0
8955;85.0;88.0;88.0;86.0
8960;85.0;88.0;88.0;86.0
8965;85.0;88.0;88.0;86.0
8970;85.0;88.0;88.0;86.0
8975;85.0;88.0;88.0;86.0
8980;85.0;88.0;89.0;86.0
8985;85.0;88.0;89.0;86.0
8990;85.0;88.0;89.0;86.0
8995;85.0;88.0;89.0;86.0
9000;86.0;88.0;89.0;86.0
9005;86.0;88.0;89.0;86.0
9010;86.0;88.0;89.0;86.0
9015;86.0;88.0;89.0;86.0
9020;87.0;88.0;89.0;86.0
9025;87.0;88.0;89.0;86.0
9030;87.0;88.0;89.0;86.0
9035;87.0;88.0;89.0;86.0
9040;87.0;88.0;89.0;86.0
9045;87.0;88.0;90.0;86.0
9050;87.0;88.0;90.0;86.0
9055;87.0;88.0;90.0;86.0
9060;87.0;88.0;90.0;86.0
9065;86.0;88.0;90.0;86.0
9070;86.0;88.0;90.0;86.0
9075;86.0;88.0;89.0;86.0
9080;86.0;88.0;90.0;86.0
9085;87.0;88.0;90.0;86.0
9090;87.0;88.0;90.0;86.0
9095;87.0;88.0;90.0;86.0
9100;87.0;88.0;90.0;86.0
9105;87.0;88.0;90.0;85.0
9110;87.0;88.0;90.0;85.0
9115;87.0;88.0;90.0;85.0
9120;87.0;88.0;90.0;86.0
9125;87.0;88.0;90.0;86.0
9130;87.0;88.0;90.0;86.0
9135;87.0;88.0;90.0;86.0
9140;87.0;88.0;90.0;86.0
9145;87.0;88.0;90.0;86.0
9150;87.0;88.0;90.0;85.0
9155;88.0;88.0;90.0;85.0
9160;88.0;88.0;90.0;85.0
9165;88.0;88.0;91.0;85.0
9170;88.0;88.0;91.0;86.0
9175;88.0;88.0;91.0;86.0
9180;88.0;88.0;91.0;86.0
9185;88.0;88.0;91.0;86.0
9190;88.0;88.0;91.0;86.0
9195;88.0;88.0;91.0;86.0
9200;88.0;88.0;91.0;86.0
9205;88.0;88.0;91.0;86.0
9210;88.0;88.0;91.0;86.0
9215;88.0;88.0;91.0;86.0
9220;88.0;88.0;91.0;86.0
9225;88.0;88.0;91.0;86.0
9230;88.0;88.0;91.0;86.0
9235;88.0;88.0;91.0;86.0
9240;88.0;88.0;91.0;86.0
9245;88.0;88.0;91.0;86.0
9250;88.0;88.0;91.0;86.0
9255;88.0;88.0;91.0;86.0
9260;88.0;88.0;91.0;87.0
9265;88.0;88.0;91.0;87.0
9270;88.0;88.0;91.0;87.0
9275;88.0;88.0;91.0;87.0
9280;88.0;88.0;91.0;87.0
9285;88.0;88.0;91.0;87.0
9290;88.0;88.0;91.0;87.0
9295;88.0;88.0;91.0;87.0
9300;88.0;88.0;91.0;87.0
9305;88.0;88.0;91.0;87.0
9310;88.0;88.0;91.0;87.0
9315;88.0;88.0;91.0;87.0
9320;88.0;88.0;91.0;87.0
9325;88.0;88.0;91.0;87.0
9330;88.0;88.0;91.0;87.0
9335;88.0;88.0;91.0;87.0
9340;89.0;88.0;91.0;87.0
9345;89.0;88.0;91.0;87.0
9350;89.0;88.0;91.0;87.0
9355;89.0;88.0;91.0;87.0
9360;89.0;88.0;91.0;87.0
9365;89.0;88.0;91.0;87.0
9370;89.0;88.0;91.0;87.0
9375;89.0;88.0;91.0;87.0
9380;89.0;88.0;91.0;87.0
9385;89.0;88.0;91.0;87.0
9390;89.0;88.0;91.0;87.0
9395;89.0;88.0;91.0;87.0
9400;89.0;88.0;91.0;87.0
9405;89.0;88.0;91.0;87.0
9410;89.0;88.0;91.0;87.0
9415;89.0;88.0;91.0;87.0
9420;89.0;88.0;91.0;87.0
9425;89.0;88.0;91.0;87.0
9430;89.0;88.0;91.0;87.0
9435;89.0;88.0;91.0;87.0
9440;89.0;88.0;91.0;87.0
9445;89.0;88.0;91.0;87.0
9450;89.0;88.0;91.0;87.0
9455;89.0;89.0;91.0;87.0
9460;89.0;89.0;91.0;87.0
9465;89.0;89.0;91.0;87.0
9470;89.0;89.0;91.0;87.0
9475;89.0;89.0;91.0;87.0
9480;89.0;89.0;91.0;87.0
9485;89.0;89.0;91.0;87.0
9490;89.0;89.0;91.0;87.0
9495;89.0;89.0;91.0;87.0
9500;89.0;89.0;91.0;88.0
9505;89.0;89.0;91.0;88.0
9510;89.0;89.0;91.0;88.0
9515;89.0;89.0;91.0;88.0
9520;89.0;89.0;91.0;88.0
9525;89.0;89.0;91.0;88.0
9530;89.0;89.0;91.0;88.0
9535;89.0;89.0;91.0;88.0
9540;89.0;89.0;91.0;88.0
9545;89.0;89.0;91.0;88.0
9550;89.0;89.0;91.0;88.0
9555;89.0;90.0;91.0;88.0
9560;89.0;90.0;91.0;88.0
9565;89.0;90.0;91.0;88.0
9570;89.0;90.0;91.0;88.0
9575;89.0;90.0;91.0;88.0
9580;89.0;90.0;91.0;88.0
9585;89.0;90.0;91.0;88.0
9590;89.0;90.0;91.0;88.0
9595;89.0;90.0;91.0;88.0
9600;89.0;90.0;91.0;88.0
9605;89.0;90.0;91.0;88.0
9610;89.0;90.0;91.0;88.0
9615;89.0;90.0;91.0;88.0
9620;89.0;90.0;91.0;88.0
9625;89.0;90.0;91.0;88.0
9630;89.0;90.0;91.0;88.0
9635;89.0;90.0;91.0;88.0
9640;89.0;90.0;91.0;88.0
9645;89.0;90.0;91.0;88.0
9650;89.0;90.0;91.0;88.0
9655;89.0;90.0;91.0;88.0
9660;89.0;90.0;91.0;88.0
9665;89.0;90.0;91.0;88.0
9670;89.0;90.0;91.0;88.0
9675;89.0;90.0;91.0;88.0
9680;89.0;90.0;91.0;88.0
9685;89.0;90.0;91.0;88.0
9690;89.0;90.0;91.0;88.0
9695;89.0;90.0;91.0;88.0
9700;89.0;90.0;91.0;88.0
9705;89.0;90.0;91.0;88.0
9710;89.0;90.0;91.0;88.0
9715;89.0;90.0;91.0;88.0
9720;89.0;90.0;91.0;88.0
9725;89.0;90.0;91.0;88.0
9730;89.0;90.0;91.0;88.0
9735;89.0;90.0;91.0;88.0
9740;89.0;90.0;91.0;88.0
9745;89.0;90.0;91.0;88.0
9750;89.0;90.0;91.0;88.0
9755;89.0;89.0;91.0;88.0
9760;89.0;89.0;91.0;88.0
9765;89.0;89.0;91.0;88.0
9770;89.0;89.0;91.0;88.0
9775;89.0;89.0;91.0;88.0
9780;89.0;89.0;91.0;88.0
9785;89.0;89.0;91.0;88.0
9790;89.0;89.0;90.0;88.0
9795;89.0;89.0;90.0;88.0
9800;89.0;89.0;91.0;88.0
9805;89.0;90.0;91.0;88.0
9810;89.0;90.0;91.0;88.0
9815;89.0;90.0;91.0;88.0
9820;89.0;90.0;91.0;88.0
9825;89.0;90.0;91.0;88.0
9830;89.0;90.0;91.0;89.0
9835;89.0;90.0;91.0;89.0
9840;89.0;90.0;91.0;88.0
9845;89.0;90.0;91.0;88.0
9850;89.0;90.0;91.0;88.0
9855;89.0;90.0;91.0;88.0
9860;89.0;90.0;91.0;88.0
9865;89.0;90.0;91.0;88.0
9870;89.0;90.0;91.0;88.0
9875;89.0;90.0;90.0;88.0
9880;89.0;90.0;90.0;88.0
9885;89.0;90.0;90.0;88.0
9890;89.0;90.0;90.0;88.0
9895;89.0;90.0;90.0;89.0
9900;89.0;90.0;90.0;89.0
9905;89.0;90.0;90.0;89.0
9910;89.0;90.0;90.0;89.0
9915;89.0;90.0;90.0;89.0
9920;90.0;90.0;90.0;89.0
9925;90.0;90.0;90.0;89.0
9930;90.0;90.0;90.0;89.0
9935;90.0;90.0;91.0;89.0
9940;90.0;90.0;91.0;89.0
9945;90.0;90.0;91.0;89.0
9950;90.0;90.0;91.0;89.0
9955;90.0;90.0;91.0;89.0
9960;90.0;90.0;91.0;89.0
9965;90.0;90.0;91.0;89.0
9970;90.0;90.0;91.0;89.0
9975;90.0;90.0;91.0;89.0
9980;90.0;90.0;91.0;89.0
9985;90.0;90.0;91.0;89.0
9990;90.0;90.0;91.0;89.0
9995;90.0;90.0;91.0;89.0
10000;90.0;90.0;90.0;89.0
10005;90.0;90.0;90.0;89.0
10010;90.0;90.0;90.0;89.0
10015;90.0;90.0;90.0;89.0
10020;90.0;90.0;90.0;89.0
10025;90.0;90.0;90.0;89.0
10030;90.0;90.0;90.0;89.0
10035;90.0;90.0;90.0;89.0
10040;90.0;90.0;90.0;89.0
10045;90.0;90.0;90.0;89.0
10050;90.0;90.0;90.0;89.0
10055;90.0;90.0;90.0;89.0
10060;90.0;90.0;90.0;89.0
10065;90.0;90.0;90.0;89.0
10070;90.0;90.0;90.0;89.0
10075;90.0;90.0;90.0;89.0
10080;90.0;90.0;90.0;89.0
10085;90.0;90.0;90.0;89.0
10090;90.0;90.0;90.0;89.0
10095;90.0;90.0;90.0;89.0
10100;90.0;90.0;90.0;89.0
10105;90.0;90.0;90.0;89.0
10110;90.0;90.0;90.0;89.0
10115;90.0;90.0;90.0;89.0
10120;90.0;90.0;90.0;89.0
10125;90.0;90.0;90.0;89.0
10130;90.0;90.0;89.0;89.0
10135;90.0;90.0;89.0;89.0
10140;90.0;90.0;89.0;89.0
10145;90.0;90.0;89.0;89.0
10150;90.0;90.0;89.0;89.0
10155;90.0;90.0;89.0;89.0
10160;90.0;90.0;89.0;89.0
10165;90.0;90.0;90.0;89.0
10170;90.0;90.0;90.0;89.0
10175;90.0;90.0;90.0;89.0
10180;90.0;90.0;90.0;89.0
10185;90.0;90.0;90.0;89.0
10190;90.0;91.0;90.0;89.0
10195;90.0;91.0;90.0;89.0
10200;90.0;91.0;90.0;89.0
10205;90.0;91.0;90.0;89.0
10210;90.0;91.0;89.0;89.0
10215;90.0;91.0;89.0;89.0
10220;90.0;91.0;89.0;89.0
10225;90.0;91.0;89.0;89.0
10230;90.0;90.0;89.0;89.0
10235;90.0;90.0;89.0;89.0
10240;90.0;90.0;89.0;89.0
10245;90.0;90.0;89.0;89.0
10250;90.0;90.0;89.0;89.0
10255;90.0;90.0;89.0;89.0
10260;90.0;90.0;89.0;89.0
10265;90.0;90.0;89.0;89.0
10270;90.0;90.0;89.0;89.0
10275;90.0;90.0;89.0;89.0
10280;90.0;90.0;89.0;89.0
10285;90.0;90.0;89.0;89.0
10290;90.0;90.0;89.0;89.0
10295;90.0;90.0;89.0;88.0
10300;90.0;90.0;89.0;88.0
10305;90.0;90.0;89.0;88.0
10310;90.0;90.0;89.0;88.0
10315;90.0;90.0;89.0;88.0
10320;90.0;90.0;89.0;88.0
10325;90.0;90.0;89.0;88.0
10330;90.0;90.0;89.0;88.0
10335;90.0;90.0;89.0;88.0
10340;90.0;90.0;89.0;88.0
10345;90.0;90.0;89.0;88.0
10350;90.0;90.0;89.0;88.0
10355;90.0;91.0;89.0;88.0
10360;90.0;91.0;89.0;88.0
10365;90.0;91.0;89.0;88.0
10370;91.0;91.0;89.0;88.0
10375;91.0;91.0;89.0;88.0
10380;91.0;91.0;89.0;88.0
10385;91.0;91.0;89.0;88.0
10390;91.0;91.0;89.0;88.0
10395;91.0;91.0;89.0;88.0
10400;91.0;91.0;89.0;88.0
10405;91.0;91.0;89.0;88.0
10410;91.0;91.0;89.0;88.0
10415;91.0;91.0;89.0;88.0
10420;91.0;91.0;89.0;88.0
10425;91.0;91.0;89.0;88.0
10430;91.0;91.0;89.0;88.0
10435;91.0;91.0;89.0;88.0
10440;91.0;91.0;89.0;89.0
10445;91.0;91.0;89.0;89.0
10450;91.0;91.0;89.0;89.0
10455;91.0;91.0;89.0;89.0
10460;91.0;91.0;89.0;89.0
10465;91.0;91.0;89.0;89.0
10470;91.0;91.0;89.0;89.0
10475;91.0;91.0;89.0;89.0
10480;91.0;91.0;89.0;89.0
10485;91.0;91.0;89.0;89.0
10490;91.0;92.0;89.0;89.0
10495;91.0;92.0;89.0;89.0
10500;91.0;92.0;89.0;89.0
10505;91.0;92.0;89.0;89.0
10510;91.0;92.0;89.0;89.0
10515;91.0;92.0;89.0;89.0
10520;91.0;92.0;89.0;89.0
10525;91.0;92.0;89.0;89.0
10530;91.0;92.0;89.0;89.0
10535;91.0;92.0;89.0;89.0
10540;91.0;92.0;89.0;89.0
10545;92.0;92.0;89.0;89.0
10550;92.0;92.0;89.0;89.0
10555;92.0;92.0;89.0;89.0
10560;92.0;92.0;89.0;89.0
10565;92.0;92.0;89.0;89.0
10570;92.0;92.0;89.0;89.0
10575;92.0;92.0;89.0;89.0
10580;92.0;92.0;89.0;89.0
10585;92.0;92.0;89.0;89.0
10590;92.0;92.0;89.0;89.0
10595;92.0;92.0;89.0;89.0
10600;92.0;92.0;89.0;89.0
10605;92.0;92.0;89.0;89.0
10610;92.0;92.0;89.0;89.0
10615;92.0;92.0;89.0;89.0
10620;92.0;92.0;89.0;89.0
10625;92.0;92.0;89.0;89.0
10630;92.0;92.0;89.0;89.0
10635;92.0;92.0;88.0;89.0
10640;92.0;92.0;89.0;89.0
10645;92.0;92.0;89.0;89.0
10650;92.0;92.0;89.0;89.0
10655;92.0;92.0;89.0;89.0
10660;92.0;92.0;89.0;89.0
10665;92.0;92.0;89.0;89.0
10670;92.0;92.0;89.0;89.0
10675;92.0;92.0;89.0;89.0
10680;92.0;92.0;89.0;89.0
10685;92.0;92.0;89.0;89.0
10690;92.0;92.0;89.0;89.0
10695;92.0;92.0;89.0;90.0
10700;92.0;92.0;89.0;90.0
10705;92.0;92.0;89.0;90.0
10710;92.0;92.0;89.0;90.0
10715;92.0;92.0;89.0;90.0
10720;92.0;92.0;89.0;90.0
10725;92.0;92.0;89.0;90.0
10730;92.0;92.0;89.0;90.0
10735;92.0;92.0;89.0;90.0
10740;92.0;92.0;89.0;90.0
10745;92.0;92.0;89.0;90.0
10750;92.0;92.0;89.0;90.0
10755;92.0;92.0;89.0;90.0
10760;92.0;92.0;89.0;90.0
10765;92.0;92.0;89.0;90.0
10770;92.0;92.0;89.0;90.0
10775;92.0;92.0;89.0;90.0
10780;92.0;92.0;89.0;90.0
10785;92.0;92.0;89.0;89.0
10790;92.0;92.0;89.0;89.0
10795;92.0;92.0;89.0;89.0
10800;92.0;92.0;89.0;89.0
10805;92.0;92.0;89.0;89.0
10810;92.0;92.0;89.0;90.0
10815;92.0;92.0;89.0;90.0
10820;92.0;92.0;89.0;90.0
10825;92.0;92.0;89.0;90.0
10830;92.0;92.0;89.0;90.0
10835;92.0;92.0;89.0;90.0
10840;92.0;92.0;89.0;90.0
10845;92.0;92.0;89.0;90.0
10850;92.0;92.0;89.0;90.0
10855;92.0;92.0;89.0;90.0
10860;92.0;92.0;89.0;90.0
10865;92.0;92.0;89.0;90.0
10870;92.0;92.0;89.0;90.0
10875;92.0;92.0;89.0;90.0
10880;92.0;92.0;89.0;90.0
10885;92.0;92.0;89.0;90.0
10890;92.0;92.0;89.0;90.0
10895;92.0;92.0;89.0;90.0
10900;92.0;92.0;89.0;90.0
10905;92.0;92.0;89.0;90.0
10910;92.0;92.0;89.0;90.0
10915;92.0;92.0;89.0;90.0
10920;92.0;92.0;89.0;90.0
10925;92.0;92.0;89.0;90.0
10930;92.0;92.0;89.0;90.0
10935;92.0;92.0;89.0;90.0
10940;92.0;92.0;89.0;90.0
10945;92.0;92.0;89.0;90.0
10950;92.0;92.0;89.0;90.0
10955;92.0;92.0;89.0;90.0
10960;92.0;92.0;89.0;90.0
10965;92.0;92.0;89.0;90.0
10970;92.0;92.0;89.0;90.0
10975;92.0;92.0;89.0;90.0
10980;92.0;92.0;89.0;90.0
10985;92.0;92.0;89.0;90.0
10990;92.0;92.0;89.0;90.0
10995;92.0;92.0;89.0;90.0
