Date;AgeMax;AntInfluence;DisplayPeriod;DisplaySize;Icon;MessageDisplay;NetworkFileName;NumberOfNodes;PopulationSize;RandomNetwork;ScenarioName;TimeLimit;Title;LastStep;green
160527002846;10;30;30;100;ants-1.gif;20;Network1.ntw;60;100;0;AntNet;500000;Evolife_AntNet;284;3
