Date;DisplayPeriod;Evaporation;Exploration;FoodQuantity;FoodSourceSize;Icon;LandSize;NPDeposit;NbFoodSources;PPMax;PopulationSize;Saturation;ScenarioName;SniffingDistance;TimeLimit;Title;WindowSize;LastStep;Food
170314141717;10;0;30;100;2;ants-1.gif;100;50;10;1000;30;1000;Ants;2;500000;Evolife_Ants;1200;2904;281
